,train_acc,train_auc,train_ll,test_acc,test_auc,test_ll,valid_acc,valid_auc,valid_ll,time
LogRer 0.001_l1_42_liblinear,0.7458938163093177,0.7457190304877365,0.5326039972974336,0.7458383273405247,0.7456635529981359,0.5328070542176017,0.7466702184336708,0.7473420896044405,0.5309034622583599,1.0
LogRer 0.001_l1_42_saga,0.7459271096905935,0.7457443218737296,0.5326120846016555,0.7459715008656279,0.7457880376064294,0.5328198621136634,0.7474693660095898,0.7481591220336442,0.5309724845262772,2.0
LogRer 0.001_l2_42_liblinear,0.7560667939213684,0.7560003834821951,0.5000220745989409,0.755892928485817,0.755826455846186,0.5003174667206399,0.7542621204049015,0.7544757933560899,0.4972317069280818,2.0
LogRer 0.001_l2_42_saga,0.7636946774981134,0.7635865622375966,0.49139121708250827,0.7636835797043547,0.7635743901037876,0.4916804261298695,0.7607884922749067,0.7611718822746545,0.4893025918708492,2.0
LogRer 0.01_l1_42_liblinear,0.8298227312410292,0.8297916259224101,0.39204989192101664,0.8291716606738581,0.8291397518101644,0.39240894244161373,0.8305807139051679,0.8306571120998018,0.39090542440366627,9.0
LogRer 0.01_l1_42_saga,0.8414865124813187,0.8414984398580869,0.36911088096950745,0.8407577573578373,0.8407711615753418,0.36949034516876383,0.8425679275439532,0.8424974109326775,0.3690155366581698,2.0
LogRer 0.01_l2_42_liblinear,0.801959870377769,0.8019093497046466,0.43481265689580323,0.8015714475962179,0.8015217556118046,0.43525033518636247,0.8020777836973895,0.8022236454522124,0.43283704516471533,3.0
LogRer 0.01_l2_42_saga,0.8161206552137436,0.8160644917351659,0.4130043176795549,0.8152883206818484,0.8152300843880698,0.4134166070758211,0.8164624400639318,0.8166285971570224,0.41202751760964224,1.0
LogRer 0.1_l1_42_liblinear,0.8507050798301298,0.8507448419956702,0.3482172272259316,0.8503795445465442,0.8504203171189086,0.34889648232161263,0.8514917421417155,0.8513039303858845,0.348937071948063,67.0
LogRer 0.1_l1_42_saga,0.8519702283186102,0.8520085797032211,0.34669193019147193,0.8520109202290584,0.8520505152474955,0.34736382570506064,0.851891315929675,0.8517230924365166,0.3479256042987412,9.0
LogRer 0.1_l2_42_liblinear,0.8454521241177254,0.8454910337480881,0.3686037526833341,0.844852843254761,0.8448935569917436,0.36913994718971394,0.8457645178476292,0.8455810128249677,0.3679315666393315,4.0
LogRer 0.1_l2_42_saga,0.8491735842914429,0.8492109161713892,0.356059011866163,0.8488480490078573,0.8488868499511721,0.3565949009519828,0.8489611081513053,0.8487710730775607,0.3564752851379729,7.0
LogRer 1_l1_42_liblinear,0.8528617510838845,0.8528976617678025,0.3458800908398884,0.8526434944732987,0.8526797287212758,0.3466478684337396,0.8524240809802877,0.8522949867480633,0.3476404167596192,326.0
LogRer 1_l1_42_saga,0.8529505334339533,0.8529864209231998,0.3459461184569991,0.8528099613796777,0.8528465232873498,0.346722220604781,0.8529568460309004,0.852831394939509,0.3477237406767486,16.0
LogRer 1_l2_42_liblinear,0.8512192776076116,0.8512603125875791,0.3474575209861712,0.8509455320282328,0.8509870710301789,0.3481321272455053,0.8517581246670218,0.8515881032356528,0.34843862591068187,6.0
LogRer 1_l2_42_saga,0.8523549518355751,0.8523922210240054,0.3462119465307768,0.8521108003728859,0.8521485497585255,0.34689229647015873,0.851891315929675,0.8517514813325975,0.3477756093562191,13.0
LogRer 10_l1_42_liblinear,0.8530282179902635,0.8530643114949675,0.3461901061872882,0.8529431349047809,0.8529786119383568,0.34695442694808876,0.8528236547682472,0.8526893085146248,0.3478711438060859,45.0
LogRer 10_l1_42_saga,0.8531613915153667,0.8531971002007006,0.3460100932662665,0.8528765481422294,0.8529115899502188,0.34687019673002123,0.8528236547682472,0.8526928571266349,0.3478301444313566,15.0
LogRer 10_l2_42_liblinear,0.8529061422589189,0.8529422465339552,0.3459357241040882,0.8526102010920229,0.8526465436147517,0.3467284397812036,0.8528236547682472,0.852696405738645,0.34771952509026555,7.0
LogRer 10_l2_42_saga,0.8531170003403323,0.8531527809725472,0.34591539087318945,0.8526434944732987,0.8526795114629127,0.346666702381037,0.8528236547682472,0.852696405738645,0.3477531371415204,18.0
LogRer 100_l1_42_liblinear,0.8530763084298841,0.8531121731182703,0.34618720261452596,0.8530097216673326,0.8530451994097685,0.34695931611716746,0.8528236547682472,0.8526893085146248,0.3478879413139185,46.0
LogRer 100_l1_42_saga,0.8531872863674701,0.8532228384196539,0.34602014403568654,0.8529098415235051,0.8529452095734693,0.34688580767497135,0.8529568460309004,0.8528242977154887,0.3478377597775993,15.0
LogRer 100_l2_42_liblinear,0.8533056628342286,0.8533408540493358,0.3458241853728129,0.8529764282860567,0.8530117970448811,0.34664340440117664,0.8529568460309004,0.8528242977154887,0.3477591200024225,10.0
LogRer 100_l2_42_saga,0.8532057826904011,0.8532412987297632,0.3459392966338872,0.8528099613796777,0.8528454369955336,0.3467200814682562,0.8528236547682472,0.8526928571266349,0.3478100712657112,12.0
RandForest 3_10_42,0.8442017726875897,0.8441324019227873,0.4151542179225823,0.8437541616726595,0.8436863431610125,0.4164446792199364,0.8416355887053809,0.8419144449516593,0.41588779278066057,1.0
RandForest 3_100_42,0.8410684955830781,0.8409940100307556,0.41290076683618854,0.83962578239446,0.8395533575078635,0.4145820101638454,0.8389717634523175,0.8393069248466432,0.4150267234928645,13.0
RandForest 3_200_42,0.8441425844542105,0.8440668884269582,0.40946686058862397,0.8420561992275936,0.8419834743268431,0.41110655180026007,0.8423015450186467,0.8426958493162818,0.410878706445843,26.0
RandForest 3_400_42,0.8430291058137642,0.8429452990238118,0.4115408563127669,0.8416899720335598,0.8416084442703677,0.4130859756596783,0.8408364411294619,0.8412322597788392,0.41340993294633416,52.0
RandForest 3_600_42,0.8443016528314171,0.8442160249623888,0.41114231884482794,0.8426887734718338,0.8426042147244567,0.4126884386667167,0.8416355887053809,0.8420280005359824,0.41330444019502854,81.0
RandForest 3_800_42,0.8448047528151403,0.844712419432501,0.41202268931040587,0.8435211080037288,0.8434303662537497,0.4135498954147603,0.8424347362813,0.8428485815771964,0.41411223681341625,107.0
RandForest 3_1000_42,0.844519909442003,0.8444290334860153,0.412205598466219,0.843154880809695,0.8430653300819835,0.4137020680232948,0.8423015450186467,0.8427171409883426,0.41416593286498393,133.0
RandForest 4_10_42,0.8532871665112975,0.8531598844835213,0.39156472339775594,0.8523105606605407,0.8521842821085126,0.3939270807761709,0.8461640916355887,0.8466602167094771,0.39471282229112126,2.0
RandForest 4_100_42,0.864488539678312,0.8643751365928825,0.3823708119713774,0.8627313889998668,0.8626214071324936,0.38476108230180456,0.8640117208311134,0.8645890820847897,0.3854168743390234,15.0
RandForest 4_200_42,0.8651285124517246,0.865011724534779,0.3796888639920637,0.8632973764815555,0.8631814260345033,0.3821961216983702,0.8648108684070325,0.8654132117380137,0.382529863818045,33.0
RandForest 4_400_42,0.8650323315724834,0.864916942741081,0.3809657789545563,0.8634971367692102,0.8633827092572809,0.3833878747043852,0.8656100159829515,0.8661912094351064,0.3838550582893723,60.0
RandForest 4_600_42,0.8663233749130673,0.8662030632328638,0.3801867620271976,0.8647289918764149,0.86460882013177,0.38264155474631373,0.8666755460841769,0.8672498313699573,0.38319192404561636,100.0
RandForest 4_800_42,0.8666415116674805,0.866517751380059,0.3804637306937606,0.864895458782794,0.8647719213056689,0.3828957326666938,0.8664091635588705,0.8669975960282799,0.38333655571025055,128.0
RandForest 4_1000_42,0.8667191962237907,0.8665947246387375,0.3805478082177706,0.8647622852576907,0.8646374428126662,0.38296433630624827,0.8661427810335642,0.8667347148505722,0.3832078356611338,153.0
RandForest 6_10_42,0.8739253636377088,0.8737772393258327,0.3335812094620124,0.8695565321614063,0.8694091458845261,0.3403382922213058,0.8725359616409164,0.8732035506560106,0.34560200442511974,2.0
RandForest 6_100_42,0.8781795179118391,0.8780330321162393,0.3300917592607202,0.874816886402983,0.8746710769345872,0.33668320878086944,0.8750665956313266,0.8757009218442335,0.3366752015018427,19.0
RandForest 6_200_42,0.8781869164410115,0.8780398030889024,0.32964002502393086,0.8747502996404315,0.8746053584966286,0.336160466880606,0.8765316995205115,0.8771787058297166,0.33559681809624603,38.0
RandForest 6_400_42,0.8780611414450807,0.8779182270823697,0.33043806788813784,0.8752497003595685,0.8751074802617563,0.33687794475173194,0.8765316995205115,0.8771787058297166,0.33673766747385264,76.0
RandForest 6_600_42,0.8780981340909427,0.8779546649062255,0.32955940727514,0.8748501797842589,0.8747090417251027,0.3359895099478493,0.8765316995205115,0.8771893516657469,0.3359734116898453,116.0
RandForest 6_800_42,0.8780463443867359,0.8779024642737748,0.32938730803506366,0.874650419496604,0.8745084102774149,0.3358557118833929,0.8765316995205115,0.8771858030537367,0.3358352512320619,162.0
RandForest 6_1000_42,0.8779834568887706,0.8778394191975127,0.3297774639901644,0.874650419496604,0.8745081930190516,0.33622423576070903,0.8758657432072456,0.8765250514974575,0.3359932066476367,202.0
RandForest 8_10_42,0.8876755301046152,0.8875311610751451,0.29167399049648063,0.8777467039552537,0.8776044018105106,0.3084677907348025,0.8837240277037827,0.884358115704056,0.30802707830716886,3.0
RandForest 8_100_42,0.8905683550110238,0.8904152540235994,0.2873599685732987,0.881908376614729,0.8817573198100259,0.3031516487772974,0.8829248801278636,0.8835765693949531,0.3031622541098257,23.0
RandForest 8_200_42,0.8904943697192998,0.8903400126737101,0.28582189344368086,0.8823411905713144,0.8821876399030241,0.3014174979952799,0.8835908364411295,0.8842692584593231,0.3007782710399602,49.0
RandForest 8_400_42,0.8907163255944718,0.8905624778479295,0.28594643798875324,0.8819749633772807,0.8818221692145316,0.301598663916852,0.8834576451784762,0.8841307206464494,0.3017800164943288,100.0
RandForest 8_600_42,0.8907089270652995,0.8905546930029048,0.28574927826163365,0.8820415501398322,0.8818885394275799,0.3013909927759511,0.8830580713905167,0.883750593327928,0.30148549480695297,153.0
RandForest 8_800_42,0.890720024859058,0.8905656581458069,0.2856637499913955,0.8823411905713144,0.8821885089364773,0.30133168715843833,0.8830580713905167,0.8837293016558676,0.3023758802618058,192.0
RandForest 8_1000_42,0.890553557952679,0.8903988394399149,0.2858037960136506,0.8822080170462112,0.8820546822185642,0.3014709942639862,0.8826584976025573,0.883331431277296,0.30233629618272495,249.0
XGBoost 0.03_Silent_3_100_42_0.7,0.8819897604356254,0.8818058019251847,0.26629033407073727,0.8792449061126648,0.879063404782707,0.27351206579132953,0.8823921150772509,0.8831253278917497,0.2740201324925794,19.0
XGBoost 0.03_Silent_3_100_42_0.85,0.8816272325061778,0.8814399147016668,0.26723978517627656,0.8784125715807698,0.8782244350099828,0.2744658697223007,0.8803942461374534,0.8811537190589421,0.2760941483727746,18.0
XGBoost 0.03_Silent_3_100_42_1,0.8814311714831091,0.8812405806460415,0.2689680290017349,0.8791117325875616,0.8789195841800849,0.27575863347675655,0.880127863612147,0.8809014837172647,0.2760342751598985,15.0
XGBoost 0.03_Silent_3_200_42_0.7,0.8918815939391249,0.8917335159442589,0.24593072463460722,0.8850379544546544,0.8848891035500048,0.2608854710142991,0.8869206180074587,0.8875410787326289,0.2637941113008711,44.0
XGBoost 0.03_Silent_3_200_42_0.85,0.8911417410218848,0.8909905169744384,0.24700451795022385,0.8845052603542416,0.8843496687694512,0.2617833470864795,0.8861214704315397,0.886759532423526,0.2650022241114323,38.0
XGBoost 0.03_Silent_3_200_42_1,0.8892144241724745,0.8890579050572055,0.25056747284767533,0.8837728059661739,0.8836113406081159,0.26408073047314123,0.8854555141182738,0.886105878091267,0.2664030520952122,31.0
XGBoost 0.03_Silent_3_400_42_0.7,0.9067563368402362,0.9066332208599597,0.21970765786106278,0.8922626181915035,0.8921389375391207,0.2483440499862189,0.8927810335641981,0.8933067215821473,0.2526846284045348,78.0
XGBoost 0.03_Silent_3_400_42_0.85,0.9063050265607198,0.9061791055570434,0.2208992512507551,0.8926621387668131,0.8925284684828813,0.2490497313615496,0.8949120937666489,0.8954665487959701,0.25271928890032014,73.0
XGBoost 0.03_Silent_3_400_42_1,0.9036859472336899,0.9035570532903732,0.22556597624881758,0.8911306432281263,0.8909976084155036,0.250699813832054,0.8925146510388918,0.8930651320765002,0.2560494215774685,64.0
XGBoost 0.03_Silent_3_800_42_0.7,0.9243093473017564,0.9242089768449075,0.18802817788945045,0.9000199760287655,0.8999103911230042,0.2378291787775462,0.8963771976558338,0.8968698119292412,0.24296148959820518,156.0
XGBoost 0.03_Silent_3_800_42_0.85,0.9242945502434116,0.924192562261223,0.18843507379552052,0.8996870422160075,0.8995722395652281,0.2378092593160518,0.8994405966968567,0.8999639177130814,0.24211240816160592,158.0
XGBoost 0.03_Silent_3_800_42_1,0.9211279797576242,0.9210228198888457,0.19389549126262498,0.8979557863896658,0.8978405307917996,0.23886248582887357,0.8975759190197123,0.8980740689009863,0.24509337361755928,144.0
XGBoost 0.03_Silent_3_1000_42_0.7,0.9306646838608484,0.9305730472554622,0.1762781646172029,0.9030496737248634,0.9029452266437694,0.2347561425209879,0.8987746403835908,0.8992570342006708,0.2398715104922334,209.0
XGBoost 0.03_Silent_3_1000_42_0.85,0.9310974978174339,0.9310034397679148,0.1763947260183145,0.9020175789053136,0.9019093188155324,0.23439549713816235,0.9001065530101225,0.9005820859252395,0.23969392691668853,211.0
XGBoost 0.03_Silent_3_1000_42_1,0.9275462038146817,0.9274476420929393,0.18213094813797792,0.9007191370355573,0.9006107544938241,0.2350625602125556,0.8993074054342035,0.8997827965560861,0.24202048766579853,172.0
XGBoost 0.03_Silent_4_100_42_0.7,0.8902243234045072,0.8900643992560153,0.2494082475748116,0.8833732853908643,0.8832105122294666,0.26292053554631833,0.8862546616941929,0.8869264591324807,0.2658447358879301,33.0
XGBoost 0.03_Silent_4_100_42_0.85,0.888726121247096,0.8885609307388086,0.25139677783633324,0.8829737648155547,0.8828051214251894,0.26451471482187777,0.8841236014917422,0.8847985694267487,0.2672583435545303,33.0
XGBoost 0.03_Silent_4_100_42_1,0.8865509536704104,0.886378763598587,0.25449859735892405,0.88174190970835,0.8815690166659911,0.2666641683615743,0.8826584976025573,0.8833598201733767,0.269336417395104,26.0
XGBoost 0.03_Silent_4_200_42_0.7,0.9063938089107886,0.9062679371318952,0.22039473013707211,0.8918630976161939,0.8917298533426682,0.24849166247183366,0.8923814597762387,0.8929478859356867,0.25304000477244115,52.0
XGBoost 0.03_Silent_4_200_42_0.85,0.9054283008537902,0.9052998961854313,0.22205121061191396,0.8916966307098149,0.8915615379680515,0.24923184924754238,0.8919818859882792,0.8925251752730445,0.25293034051845814,48.0
XGBoost 0.03_Silent_4_200_42_1,0.9023949038931061,0.9022578490171597,0.2274910899335789,0.8907977094153682,0.890656197982279,0.2520289925922129,0.8903835908364411,0.8909869229389094,0.2557090931508943,41.0
XGBoost 0.03_Silent_4_400_42_0.7,0.9274722185229576,0.9273739939710469,0.18255500903715144,0.9005193767479025,0.9004025190034227,0.23389776305835555,0.8986414491209377,0.8991291422238271,0.23966866877398954,105.0
XGBoost 0.03_Silent_4_400_42_0.85,0.9266398839910626,0.9265386451710435,0.18442667078987524,0.9006858436542815,0.9005712688947658,0.23501890857729962,0.899706979222163,0.9002126044427486,0.240557923203052,98.0
XGBoost 0.03_Silent_4_400_42_1,0.9232032671904825,0.9230954861044219,0.19084458389696385,0.8992209348781462,0.8991076480738897,0.2369899149024897,0.8991742141715503,0.8996868420873333,0.24424603642566936,84.0
XGBoost 0.03_Silent_4_800_42_0.7,0.9515396339207766,0.9514710437410563,0.13795980434604505,0.907843920628579,0.9077425662024918,0.22348956387302824,0.9053010122535962,0.9057437550106402,0.22976928845104855,212.0
XGBoost 0.03_Silent_4_800_42_0.85,0.9513065802518459,0.9512362615941188,0.1389334674351711,0.9076108669596484,0.9075104877151858,0.22339216653503033,0.9053010122535962,0.9057685952947109,0.23087449896608697,184.0
XGBoost 0.03_Silent_4_800_42_1,0.9474556458176114,0.9473784183858861,0.1467772159719122,0.9057797309894793,0.9056772682969152,0.22493280437799554,0.9026371870005327,0.9030972001735129,0.23415908511522665,159.0
XGBoost 0.03_Silent_4_1000_42_0.7,0.9593672777851763,0.9593107925653225,0.12277716752994372,0.9100079904115062,0.9099148062119913,0.22164566728108695,0.9074320724560468,0.907868096104362,0.22735209433854012,253.0
XGBoost 0.03_Silent_4_1000_42_0.85,0.9598629792397272,0.9598052440263991,0.12295476106173778,0.9090757757357837,0.9089814953204123,0.22122430448967004,0.9053010122535962,0.9057473036226503,0.2287018496552916,230.0
XGBoost 0.03_Silent_4_1000_42_1,0.9557715926073896,0.9557061615162017,0.1312718730645988,0.9084432014915435,0.9083461986124612,0.22213282661869926,0.9046350559403303,0.9051007465144113,0.23148731803607017,224.0
XGBoost 0.03_Silent_6_100_42_0.7,0.9139477071958094,0.9138244987936882,0.20812911026466574,0.8950259688373952,0.8948948221891713,0.24300377788950409,0.8962440063931806,0.8967667602364682,0.24798283268808216,40.0
XGBoost 0.03_Silent_6_100_42_0.85,0.9108292271496427,0.910697114166078,0.21293383503420812,0.8942935144493275,0.8941564940278359,0.24621844400344942,0.8945125199786894,0.8950722270294086,0.24805403975021312,35.0
XGBoost 0.03_Silent_6_100_42_1,0.9083581184060608,0.9082202338391964,0.2172916904066903,0.893194832867226,0.8930520434029181,0.24848443739752393,0.8917155034629728,0.8922871343794073,0.2504138948542707,32.0
XGBoost 0.03_Silent_6_200_42_0.7,0.940149598259866,0.9400619249985537,0.1599735379793317,0.9039153016380344,0.9038063013464924,0.2253810367594967,0.9005061267980821,0.900976407691801,0.23206499889298826,77.0
XGBoost 0.03_Silent_6_200_42_0.85,0.9398721534159009,0.939781833890919,0.16233539747538586,0.9039153016380344,0.9038047805379497,0.22639452111485123,0.903569525839105,0.9040492218035806,0.23015679056261584,73.0
XGBoost 0.03_Silent_6_200_42_1,0.9328250543791894,0.9327220950578478,0.17447698767054787,0.9016513517112797,0.9015332024672409,0.2319377452606046,0.8995737879595098,0.9000918096899251,0.2370471971046746,66.0
XGBoost 0.03_Silent_6_400_42_0.7,0.9700433553809502,0.9699988364656922,0.10408942228277646,0.9128712212012252,0.9127824126499561,0.21294827080669695,0.9082312200319659,0.9086354479654245,0.22250419212810368,161.0
XGBoost 0.03_Silent_6_400_42_0.85,0.9691555318802622,0.9691076963584524,0.10722322384670806,0.9126048741510188,0.9125106313052284,0.2128864897854407,0.9094299413958444,0.9098503507732,0.21702416785166123,151.0
XGBoost 0.03_Silent_6_400_42_1,0.9622896968082745,0.9622309735565944,0.1208215734174959,0.9098415235051271,0.9097423629284731,0.21838377852871105,0.9071656899307405,0.907658444106806,0.22556603960736696,135.0
XGBoost 0.03_Silent_6_800_42_0.7,0.9927605392048061,0.9927485732755363,0.052229433044945116,0.9177320548674923,0.9176635030907863,0.21537693927839535,0.9124933404368674,0.9128309009727171,0.2250603251221844,329.0
XGBoost 0.03_Silent_6_800_42_0.85,0.9921834539293588,0.9921694782517301,0.05417477896268888,0.9162005593288054,0.9161272115643274,0.21387057165257606,0.9155567394778903,0.9159356525925876,0.2169034786022426,295.0
XGBoost 0.03_Silent_6_800_42_1,0.9866123614625413,0.986587584257886,0.06819246303976531,0.9156345718471168,0.9155526363519808,0.21517577843094704,0.9096963239211507,0.9101203291749277,0.22241914230291268,265.0
XGBoost 0.03_Silent_6_1000_42_0.7,0.9965781802577648,0.9965726520216096,0.03918646146941785,0.9188973232121455,0.91883215134512,0.2204112552165286,0.9148907831646244,0.915228769080177,0.2299044586480469,412.0
XGBoost 0.03_Silent_6_1000_42_0.85,0.9962267501220757,0.9962204336006254,0.04060314354701534,0.9166999600479425,0.9166286815543655,0.21874626674022815,0.9167554608417687,0.9171079720562418,0.22096927810878705,370.0
XGBoost 0.03_Silent_6_1000_42_1,0.9920835737855315,0.992067364111435,0.05300783340818688,0.9162005593288054,0.9161235181721523,0.2174698636933612,0.911427810335642,0.9118219596060076,0.2257409228716019,344.0
XGBoost 0.03_Silent_8_100_42_0.7,0.9405306225122446,0.9404366166049255,0.16058575385027,0.9031162604874151,0.9029968232881173,0.22656487587922616,0.9029035695258391,0.9033920188593114,0.22919808749693243,58.0
XGBoost 0.03_Silent_8_100_42_0.85,0.9384479365502139,0.938350323708335,0.1641550469908939,0.9036489545878279,0.9035325646764957,0.22854462241539233,0.9038359083644113,0.9043546863254094,0.22955626897350764,53.0
XGBoost 0.03_Silent_8_100_42_1,0.9323959396871901,0.9322851303567447,0.17443561391575843,0.9012518311359702,0.9011256390793313,0.2317345786734109,0.9026371870005327,0.9031646238017047,0.23433685337921112,44.0
XGBoost 0.03_Silent_8_200_42_0.7,0.9726254420621181,0.9725822541850558,0.09982540196878431,0.9132707417765348,0.9131801994115198,0.21160930300213154,0.9091635588705381,0.9095839209834823,0.21549951466994782,110.0
XGBoost 0.03_Silent_8_200_42_0.85,0.9717672126781196,0.9717215534031892,0.10298452998181165,0.9129378079637768,0.912844003179013,0.2112887494121619,0.9102290889717635,0.9106744804264238,0.21481132920743504,105.0
XGBoost 0.03_Silent_8_200_42_1,0.9645203533537533,0.9644614003807934,0.11778456578456228,0.9098415235051271,0.909739538569751,0.2165849037811129,0.9100958977091103,0.9105572342856104,0.22095968063178995,90.0
XGBoost 0.03_Silent_8_400_42_0.7,0.995105872952457,0.9950981564589867,0.04707824982324658,0.9173991210547343,0.9173255687913735,0.2106962237321076,0.9140916355887054,0.9144472227710743,0.21642305832600828,235.0
XGBoost 0.03_Silent_8_400_42_0.85,0.9945768781166304,0.9945669230584832,0.04937178718078414,0.9178652283925955,0.9177899430243489,0.20873395963138666,0.9152903569525839,0.9156479311308092,0.21384396610081746,204.0
XGBoost 0.03_Silent_8_400_42_1,0.9886691525724686,0.9886469802242526,0.06447574242257002,0.9161672659475296,0.916082077247825,0.21045303025102552,0.91302610548748,0.9134524758524049,0.21626611582607022,179.0
XGBoost 0.03_Silent_8_800_42_0.7,0.9994488095766562,0.9994483812620529,0.017459238877876464,0.9197962445065921,0.9197309735799951,0.23365300357996135,0.9166222695791156,0.9169516911833173,0.2384695911511686,452.0
XGBoost 0.03_Silent_8_800_42_0.85,0.9994229147245528,0.9994224016449182,0.018345601879662932,0.9197962445065921,0.9197320598718114,0.2288020709480736,0.9172882258923815,0.9176053455155765,0.23439285618546354,419.0
XGBoost 0.03_Silent_8_800_42_1,0.9984833015196579,0.9984805817137705,0.0270266004145415,0.9188640298308697,0.9187891896122498,0.2227880192355254,0.9179541822056473,0.9183122290279869,0.2294716118041033,348.0
XGBoost 0.03_Silent_8_1000_42_0.7,0.999574584572587,0.9995741817367597,0.012755070011526388,0.9197296577440405,0.9196646033669469,0.24464796662411536,0.9178209909429942,0.9181346564830019,0.24914648108400778,608.0
XGBoost 0.03_Silent_8_1000_42_0.85,0.999574584572587,0.9995741334571235,0.013154395276600648,0.9193967239312825,0.9193342731102476,0.23996644028192865,0.917687799680341,0.918003215894148,0.24595450977577266,569.0
XGBoost 0.03_Silent_8_1000_42_1,0.9992231544368979,0.9992223012732295,0.01931802975987486,0.9188307364495938,0.9187599151562641,0.23122718242138196,0.9178209909429942,0.9181594967670725,0.23702181059679894,467.0
XGBoost 0.1_Silent_3_100_42_0.7,0.8819897604356254,0.8818058019251847,0.26629033407073727,0.8792449061126648,0.879063404782707,0.27351206579132953,0.8823921150772509,0.8831253278917497,0.2740201324925794,19.0
XGBoost 0.1_Silent_3_100_42_0.85,0.8816272325061778,0.8814399147016668,0.26723978517627656,0.8784125715807698,0.8782244350099828,0.2744658697223007,0.8803942461374534,0.8811537190589421,0.2760941483727746,17.0
XGBoost 0.1_Silent_3_100_42_1,0.8814311714831091,0.8812405806460415,0.2689680290017349,0.8791117325875616,0.8789195841800849,0.27575863347675655,0.880127863612147,0.8809014837172647,0.2760342751598985,16.0
XGBoost 0.1_Silent_3_200_42_0.7,0.8918815939391249,0.8917335159442589,0.24593072463460722,0.8850379544546544,0.8848891035500048,0.2608854710142991,0.8869206180074587,0.8875410787326289,0.2637941113008711,37.0
XGBoost 0.1_Silent_3_200_42_0.85,0.8911417410218848,0.8909905169744384,0.24700451795022385,0.8845052603542416,0.8843496687694512,0.2617833470864795,0.8861214704315397,0.886759532423526,0.2650022241114323,35.0
